'como nossos pais','elis regina','nao quero lhe falar meu grande amor das coisas que aprendi nos discos quero lhe contar como eu vivi e tudo o que aconteceu comigo viver e melhor que sonhar eu sei que o amor e uma coisa boa mas tambem sei que qualquer canto e menor do que a vida de qualquer pessoa por isso cuidado  meu bem ha perigo na esquina eles venceram e o sinal esta fechado pra nos que somos jovens para abracar seu irmao e beijar sua menina na rua e que se fez o seu braco o seu labio e a sua voz voce me pergunta pela minha paixao digo que estou encantada como uma nova invencao eu vou ficar nesta cidade nao vou voltar pro sertao pois vejo vir vindo no vento cheiro de nova estacao eu sinto tudo na ferida viva do meu coracao ja faz tempo eu vi voce na rua cabelo ao vento gente jovem reunida na parede da memoria essa lembranca e o quadro que doi mais minha dor e perceber que apesar de termos feito tudo o que fizemos ainda somos os mesmos e vivemos ainda somos os mesmos e vivemos como os nossos pais nossos idolos ainda sao os mesmos e as aparencias nao enganam nao voce diz que depois deles nao apareceu mais ninguem voce pode ate dizer que eu to por fora ou entao que eu to inventando mas e voce que ama o passado e que nao ve e voce que ama o passado e que nao ve que o novo sempre vem hoje eu sei que quem me deu a ideia de uma nova consciencia e juventude ta em casa guardado por deus contando o vil metal minha dor e perceber que apesar de termos feito tudo  tudo tudo o que fizemos nos ainda somos os mesmos e vivemos ainda somos os mesmos e vivemos ainda somos os mesmos e vivemos como os nossos pais'
'sao joao na roca','luiz gonzaga','a fogueira ta queimando em homenagem a sao joao o forro ja comecou vamos gente  rapa pe nesse salao danca joaquim com zabe luiz com yaia danca janjao com raque e eu com sinha traz a cachaca mane  que eu quero ver quero ver paia avuar'
'o leaozinho','caetano veloso','gosto muito de te ver  leaozinho caminhando sob o sol gosto muito de voce  leaozinho para desentristecer  leaozinho o meu coracao tao so basta eu encontrar voce no caminho um filhote de leao  raio da manha arrastando o meu olhar como um ima o meu coracao e o sol  pai de toda cor quando ele lhe doura a pele ao leu gosto de te ver ao sol  leaozinho de te ver entrar no mar tua pele  tua luz  tua juba gosto de ficar ao sol  leaozinho de molhar minha juba de estar perto de voce e entrar no mar'
'nem um dia','djavan','um dia frio um bom lugar pra ler um livro e o pensamento la em voce eu sem voce nao vivo um dia triste toda fragilidade incide e o pensamento la em voce e tudo me divide um dia frio um bom lugar pra ler um livro e o pensamento la em voce eu sem voce nao vivo um dia triste toda fragilidade incide e o pensamento la em voce e tudo me divide longe da felicidade e todas as suas luzes te desejo como ao ar mais que tudo es manha na natureza das flores mesmo por toda riqueza dos sheiks arabes nao te esquecerei um dia nem um dia espero com a forca do pensamento recriar a luz que me trara voce e tudo nascera mais belo o verde faz do azul com o amarelo o elo com todas as cores pra enfeitar amores gris e tudo nascera mais belo o verde faz do azul com o amarelo o elo com todas as cores pra enfeitar amores gris um dia frio um bom lugar pra ler um livro e o pensamento la em voce eu sem voce nao vivo um dia triste toda fragilidade incide e o pensamento la em voce e tudo me divide mesmo por toda riqueza dos sheiks arabes nao te esquecerei um dia nem um dia espero com a forca do pensamento recriar a luz que me trara voce e tudo nascera mais belo o verde faz do azul com o amarelo o elo com todas as cores pra enfeitar amores gris e tudo nascera mais belo o verde faz do azul com o amarelo o elo com todas as cores pra enfeitar amores gris'
'gostava tanto de voce','tim maia','nao sei por que voce se foi quantas saudades eu senti e de tristezas vou viver e aquele adeus nao pude dar voce marcou na minha vida viveu  morreu na minha historia chego a ter medo do futuro e da solidao que em minha porta bate e eu gostava tanto de voce gostava tanto de voce eu corro  fujo desta sombra em sonho  vejo este passado e na parede do meu quarto ainda esta o seu retrato nao quero ver pra nao lembrar pensei ate em me mudar lugar qualquer que nao exista o pensamento em voce e eu gostava tanto de voce gostava tanto de voce nao sei por que voce se foi quantas saudades eu senti e de tristezas vou viver e aquele adeus nao pude dar voce marcou em minha vida viveu  morreu na minha historia chego a ter medo do futuro e da solidao que em minha porta bate e eu gostava tanto de voce gostava tanto de voce eu corro  fujo desta sombra em sonho  vejo este passado e na parede do meu quarto ainda esta o seu retrato nao quero ver pra nao lembrar pensei ate em me mudar lugar qualquer que nao exista o pensamento em voce e eu gostava tanto de voce gostava tanto de voce eu gostava tanto de voce eu gostava tanto de voce eu gostava tanto de voce'
'pagode russo','luiz gonzaga','ontem eu sonhei que estava em moscou dancando pagode russo na boate cossacou ontem eu sonhei que estava em moscou dancando pagode russo na boate cossacou parecia ate um frevo naquele cai e nao cai parecia ate um frevo naquele vai e nao vai parecia ate um frevo naquele cai e nao cai parecia ate um frevo naquele vai e nao vai vem ca cossaco  cossaco danca agora na danca do cossaco  nao fica cossaco fora vem ca cossaco  cossaco danca agora na danca do cossaco  nao fica cossaco fora'
'um amor puro','djavan','o que ha dentro do meu coracao eu tenho guardado pra te dar e todas as horas que o tempo tem pra me conceder sao tuas ate morrer e a tua historia  eu nao sei mas me diga so o que for bom um amor tao puro que ainda nem sabe a forca que tem e teu e de mais ninguem te adoro em tudo  tudo  tudo quero mais que tudo  tudo  tudo te amar sem limites viver uma grande historia aqui ou noutro lugar que pode ser feio ou bonito se nos estivermos juntos havera um ceu azul um amor puro nao sabe a forca que tem meu amor  eu juro ser teu e de mais ninguem um amor puro'
'telegrama','zeca baleiro','eu tava triste  tristinho mais sem graca que a top model magrela na passarela eu tava so  sozinho  mais solitario que um paulistano que um canastrao na hora que cai o pano tava mais bobo que banda de rock que um palhaco do circo vostok mas ontem eu recebi um telegrama era voce de aracaju ou do alabama dizendo  nego  sinta se feliz porque no mundo tem alguem que diz que muito te ama  que tanto te ama  que muito  muito te ama que tanto te ama  por isso hoje eu acordei com uma vontade danada de mandar flores ao delegado de bater na porta do vizinho e desejar bom dia de beijar o portugues da padaria hoje eu acordei com uma vontade danada de mandar flores ao delegado de bater na porta do vizinho e desejar bom dia de beijar o portugues da padaria mama  oh mama  oh mama  quero ser seu quero ser seu quero ser seu quero ser seu papa  mama  oh mama  oh mama  quero ser seu quero ser seu quero ser seu quero ser seu papa  eu tava triste  tristinho  mais sem graca que a top model magrela na passarela eu tava so  sozinho  mais solitario que um paulistano que um vilao de filme mexicano tava mais bobo que banda de rock que um palhaco do circo vostok mas ontem eu recebi um telegrama era voce de aracaju ou do alabama dizendo  nego sinta se feliz porque no mundo tem alguem que diz que muito te ama  que tanto te ama  que muito te ama  que tanto  tanto te ama  por isso hoje eu acordei com uma vontade danada de mandar flores ao delegado de bater na porta do vizinho e desejar bom dia de beijar o portugues da padaria hoje eu acordei com uma vontade danada de mandar flores ao delegado de bater na porta do vizinho e desejar bom dia de beijar o portugues da padaria me de a mao  vamos sair pra ver o sol  mama  oh mama  oh mama  quero ser seu quero ser seu quero ser seu quero ser seu papa  hoje eu acordei com uma vontade danada de mandar flores ao delegado de bater na porta do vizinho e desejar bom dia de beijar o portugues da padaria hoje eu acordei com uma vontade danada de mandar flores ao delegado de bater na porta do vizinho e desejar bom dia de beijar o portugues da padaria mama  oh mama  oh mama  quero ser seu quero ser seu quero ser seu quero ser seu papa  mama  oh mama  oh mama  quero ser seu quero ser seu quero ser seu quero ser seu papa  mama  oh mama  oh mama  quero ser seu quero ser seu quero ser seu quero ser seu papa  mama  oh mama  oh mama  quero ser seu quero ser seu quero ser seu quero ser seu papa  me de a mao  vamos sair pra ver o sol'
'gostoso demais','maria bethania','to com saudade de tu  meu desejo to com saudade do beijo e do mel do teu olhar carinhoso do teu abraco gostoso de passear no teu ceu e tao dificil ficar sem voce o teu amor e gostoso demais teu cheiro me da prazer quando estou com voce estou nos bracos da paz pensamento viaja e vai buscar meu bem querer nao posso ser feliz  assim tem do de mim o que e que eu posso fazer'
'amor i love you','marisa monte','deixa eu dizer que te amo deixa eu pensar em voce isso me acalma  me acolhe a alma isso me ajuda a viver hoje contei pras paredes coisas do meu coracao passei no tempo  caminhei nas horas mais do que passo a paixao e um espelho sem razao quer amor  fique aqui deixa eu dizer que te amo deixa eu gostar de voce isso me acalma  me acolhe a alma isso me ajuda a viver hoje contei pras paredes coisas do meu coracao passei no tempo  caminhei nas horas mais do que passo a paixao e o espelho sem razao quer amor  fique aqui meu peito agora dispara vivo em constante alegria e o amor que esta aqui amor  i love you amor  i love you amor  i love you amor  i love you amor  i love you amor  i love you amor  i love you amor  i love you tinha suspirado  tinha beijado o papel devotamente  era a primeira vez que lhe escreviam aquelas sentimentalidades e o seu orgulho dilatava se ao calor amoroso que saia delas como um corpo ressequido que se estira num banho tepido sentia um acrescimo de estima por si mesma e parecia lhe que entrava enfim numa existencia superiormente interessante onde cada hora tinha o seu encanto diferente cada passo conduzia a um extase e a alma se cobria de um luxo radioso de sensacoes  amor  i love you amor  i love you amor  i love you amor  i love you amor  i love you amor  i love you amor  i love you amor  i love you'
